"movieid","titre","summary","certificat","duration","poster","directors","writers","stars"
1189,Le dossier Adams,"A film that successfully argued that a man was wrongly convicted for murder by a corrupt justice system in Dallas County, Texas.",Tous publics,"1h 41m",https://m.media-amazon.com/images/M/MV5BZGJhNzM5MjctNTc3Mi00YmRlLTk5ODItZDViZmEwNzhmYzBiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX1063_.jpg,Errol Morris,Errol Morris,Randall Adams|David Harris|Gus Rose
140715,N.W.A: Straight Outta Compton,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",Tous publics avec avertissement,"2h 27m",https://m.media-amazon.com/images/M/MV5BYWZkZTA3MWUtMjA2Zi00Yzk2LTkzODUtODJhMjRhNTU4NzAzXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_FMjpg_UX1000_.jpg,F. Gary Gray,Jonathan Herman|Andrea Berloff|S. Leigh Savidge,O'Shea Jackson Jr.|Corey Hawkins|Jason Mitchell
6971,Europa,"Just after World War II, an American takes a railway job in Germany, but finds his position politically sensitive with various people trying to use him.",Tous publics,"1h 52m",https://m.media-amazon.com/images/M/MV5BYWM2Mzc0OTctNmZjYS00Nzc1LWExZjItZWIzMTdjNTZhZWYwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_FMjpg_UX960_.jpg,Lars von Trier,Lars von Trier|Niels Vørsel,Barbara Sukowa|Jean-Marc Barr|Udo Kier
107771,Only Lovers Left Alive,"A depressed musician reunites with his lover. However, their romance, which has already endured several centuries, is disrupted by the arrival of her uncontrollable younger sister.",Tous publics,"2h 3m",https://m.media-amazon.com/images/M/MV5BMTY0NTQ1NjA0OV5BMl5BanBnXkFtZTgwMDg5NjkzMTE@._V1_FMjpg_UX972_.jpg,Jim Jarmusch,Jim Jarmusch|Marion Bessay,Tilda Swinton|Tom Hiddleston|Mia Wasikowska
5127,Apparitions,A grieving doctor is being contacted by his deceased wife through his patients' near death experiences.,Tous publics,"1h 44m",https://m.media-amazon.com/images/M/MV5BODlhNGU4MDktNGJlMi00NGU1LTgxZjUtNDRkYjE2YmQwODM4XkEyXkFqcGdeQXVyNjYyMTYxMzk@._V1_FMjpg_UX680_.jpg,Tom Shadyac,Brandon Camp|Mike Thompson|David Seltzer,Kevin Costner|Susanna Thompson|Joe Morton
95004,Superman : Le Crépuscule d'un dieu,"When LexCorps accidentally unleash a murderous creature, Doomsday, Superman meets his greatest challenge as a champion. Based on the ""The Death of Superman"" storyline that appeared in DC Comics' publications in the 1990s.",Not Rated,"1h 15m",https://m.media-amazon.com/images/M/MV5BYTc0ZTc0ODctYmEyYS00ZGJhLWEzOGUtZTBlZDlkOGU0MTE2XkEyXkFqcGdeQXVyNDQ0MTYzMDA@._V1_FMjpg_UX1080_.jpg,Lauren Montgomery|Bruce Timm|Brandon Vietti,Jerry Siegel|Joe Shuster|Duane Capizzi,Adam Baldwin|Anne Heche|James Marsters
118924,Top Five,A comedian tries to make it as a serious actor when his reality television star fiancée talks him into broadcasting their wedding on her television show.,R,"1h 42m",https://m.media-amazon.com/images/M/MV5BMjIzNTg4ODM3OV5BMl5BanBnXkFtZTgwMTk0MjkxMzE@._V1_FMjpg_UX490_.jpg,Chris Rock,Chris Rock,Chris Rock|Rosario Dawson|Gabrielle Union
61257,I.O.U.S.A.,Few are aware that America may be on the brink of a financial meltdown. I.O.U.S.A. explores the country's shocking current fiscal condition and ways to avoid a national economic disaster.,PG,"1h 25m",https://m.media-amazon.com/images/M/MV5BOTgzMzE2MTU1OF5BMl5BanBnXkFtZTcwMTcxMzc4MQ@@._V1_FMjpg_UX600_.jpg,Patrick Creadon,Patrick Creadon|Christine O'Malley|Addison Wiggin,Robert Bixby|Humphrey Bogart|Warren Buffett
1981,"Vendredi 13, chapitre VIII : L'Ultime Retour","Jason Voorhees is accidentally awakened from his watery grave and ends up stalking a ship full of graduating high-school students headed to Manhattan, New York.","16","1h 40m",https://m.media-amazon.com/images/M/MV5BNWVmMzJiNTYtZWRjZC00YmMwLTg0NGYtYzI2ZGE0OGY1NTU1XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_FMjpg_UX561_.jpg,Rob Hedden,Rob Hedden|Victor Miller,Jensen Daggett|Kane Hodder|Todd Caldecott
132333,Seve: The Movie,"Despite being blocked at almost every turn in pursuit of the sport he loved, Seve Ballesteros fought against adversity to become the most spectacular and charismatic golfer to ever play the game.","2014","2h 4m",https://m.media-amazon.com/images/M/MV5BMTU1Njk5MTYyNF5BMl5BanBnXkFtZTgwNzQwMDEyODE@._V1_FMjpg_UX1280_.jpg,John-Paul Davidson,Tom Hodgson,José Luis Gutiérrez|José Navar|Tiger Woods
2359,Vieilles canailles,"When a lottery winner dies of shock, his fellow townsfolk attempt to claim the money.",Tous publics,"1h 31m",https://m.media-amazon.com/images/M/MV5BMmIzZDlmOWEtNTNlMC00MDg1LWIzMjctMDJiN2ExNDM0OTliXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_FMjpg_UX1175_.jpg,Kirk Jones,Kirk Jones,Ian Bannen|David Kelly|Fionnula Flanagan
2206,Soupçons,"A shy young heiress marries a charming gentleman, and soon begins to suspect he is planning to murder her.",Tous publics,"1h 39m",https://m.media-amazon.com/images/M/MV5BYzlhZDIzZDUtOGIzZC00YWI3LTk1NGEtYTMxNGIyMzU3OGZlXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_FMjpg_UY720_.jpg,Alfred Hitchcock,Samson Raphaelson|Joan Harrison|Alma Reville,Cary Grant|Joan Fontaine|Cedric Hardwicke
5311,Les yeux de la forêt,"When a family moves to a country home, the young girls experience strange happenings that have a link to an occult event years past.",Tous publics,"1h 24m",https://m.media-amazon.com/images/M/MV5BYTFiZTkxOWYtMzI3OS00MDNhLTk5ZmQtNzRkZWRlZmZmNTE0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzU4ODM5Nw@@._V1_FMjpg_UX580_.jpg,John Hough|Vincent McEveety,Brian Clemens|Harry Spalding|Rosemary Anne Sisson,Bette Davis|Lynn-Holly Johnson|Kyle Richards
2334,Couvre-feu,"The secret U.S. abduction of a suspected terrorist leads to a wave of terrorist attacks in New York City, which leads to the declaration of martial-law.",Tous publics,"1h 56m",https://m.media-amazon.com/images/M/MV5BNzU1YzAwOGYtYjRkZS00ZmZjLWEyMmQtOGUxMTA3YzE1ZWNiXkEyXkFqcGdeQXVyMTM2ODk1OTQ@._V1_FMjpg_UX303_.jpg,Edward Zwick,Lawrence Wright|Menno Meyjes|Edward Zwick,Denzel Washington|Bruce Willis|Annette Bening
3010,Rosetta,"Young and impulsive Rosetta lives with her alcoholic mother and, moved by despair, she will do anything to maintain a job.",Tous publics,"1h 35m",https://m.media-amazon.com/images/M/MV5BYTMzMjE3NjUtZmE2NS00NzQyLWI2ZGItYjVhNzExM2Q5NTdlXkEyXkFqcGdeQXVyODU1OTc0MzI@._V1_FMjpg_UY720_.jpg,Jean-Pierre Dardenne|Luc Dardenne,Jean-Pierre Dardenne|Luc Dardenne,Émilie Dequenne|Fabrizio Rongione|Anne Yernaux
65882,Les Intrus,"Anna returns home after a stint in a mental hospital, but her recovery is jeopardized by her father's new girlfriend and ghastly visions of her dead mother.",Tous publics avec avertissement,"1h 27m",https://m.media-amazon.com/images/M/MV5BMzUzMjBjMmUtYTQwNy00Njc4LWIwNGQtZjA2NDBiZDY2MWRmXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_FMjpg_UX600_.jpg,Charles Guard|Thomas Guard,Craig Rosenberg|Doug Miro|Carlo Bernard,Emily Browning|Arielle Kebbel|Elizabeth Banks
8911,Trouve ta voix,"Terri Fletcher is a small town girl with the voice of a big-time singer. When personal tragedy interrupts her steady life, Terri defies her father's wishes and secretly heads off to spend a summer at a Los Angeles performing arts academy.",PG,"1h 47m",https://m.media-amazon.com/images/M/MV5BODcwNDI5Nzk2OF5BMl5BanBnXkFtZTcwMDMzNjUzNw@@._V1_FMjpg_UX1000_.jpg,Sean McNamara,Mitch Rotter|Sam Schreiber,Hilary Duff|John Corbett|Rebecca De Mornay
3408,"Erin Brockovich, seule contre tous",An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.,Tous publics,"2h 11m",https://m.media-amazon.com/images/M/MV5BYTA1NWRkNTktNDMxNS00NjE4LWEzMDAtNzA3YzlhYzRhNDA4L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX1013_.jpg,Steven Soderbergh,Susannah Grant,Julia Roberts|Albert Finney|David Brisbin
47721,Le ballon rouge,A red balloon with a mind of its own follows a little boy around the streets of Paris.,Tous publics,"34m",https://m.media-amazon.com/images/M/MV5BM2M1YTJiMzAtMTM2Zi00MTAwLWE5MDItMDk2NTM2Y2M3Nzk5XkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_FMjpg_UX555_.jpg,Albert Lamorisse,Albert Lamorisse,Pascal Lamorisse|Sabine Lamorisse|Georges Sellier
2019,Les 7 Samouraïs,"Farmers from a village exploited by bandits hire a veteran samurai for protection, who gathers six other samurai to join him.",Tous publics,"3h 27m",https://m.media-amazon.com/images/M/MV5BN2E5MDYyNzgtMmQ5MC00NGQyLThjODMtYTRhM2MwNGNjOTI5XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_FMjpg_UX1060_.jpg,Akira Kurosawa,Akira Kurosawa|Shinobu Hashimoto|Hideo Oguni,Toshirô Mifune|Takashi Shimura|Keiko Tsushima
6337,Mister Cash,A bank manager with: (a) a gambling problem and (b) access to a multimillion dollar account gets into a messy situation. Based on the story of the largest one-man bank fraud in Canadian history.,R,"1h 44m",https://m.media-amazon.com/images/M/MV5BMTYxNDE2NzQ5M15BMl5BanBnXkFtZTYwMDE0OTk2._V1_FMjpg_UX337_.jpg,Richard Kwietniowski,Gary Stephen Ross|Maurice Chauvet,Philip Seymour Hoffman|Minnie Driver|John Hurt
4522,Masquerade,"A recently orphaned heiress meets a young racing yacht captain in the Long Island Hamptons. He shows interest in her, but love may not be the reason.",R,"1h 31m",https://m.media-amazon.com/images/M/MV5BMTQzNDBhYzktNDJkMC00ZTE5LTgwMTYtYjgxYzJkZjFlZjE5XkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_FMjpg_UX836_.jpg,Bob Swaim,Dick Wolf|Larry Brody,Rob Lowe|Meg Tilly|Kim Cattrall
122884,Insidious : Chapitre 3,A prequel set before the haunting of the Lambert family that reveals how gifted psychic Elise Rainier reluctantly agrees to use her ability to contact the dead in order to help a teenage girl who has been targeted by a dangerous supernatural entity.,"12","1h 37m",https://m.media-amazon.com/images/M/MV5BMTUwNDU4NjE1N15BMl5BanBnXkFtZTgwOTc0MzA5NDE@._V1_FMjpg_UY720_.jpg,Leigh Whannell,Leigh Whannell,Dermot Mulroney|Stefanie Scott|Angus Sampson
4214,Les Tronches,"At Adams College, a group of bullied outcasts and misfits resolve to fight back for their peace and self-respect.",R,"1h 30m",https://m.media-amazon.com/images/M/MV5BMTMwNTcyNDcxNV5BMl5BanBnXkFtZTcwNzUwNjM5NA@@._V1_FMjpg_UX335_.jpg,Jeff Kanew,Tim Metcalfe|Miguel Tejada-Flores|Steve Zacharias,Robert Carradine|Anthony Edwards|Timothy Busfield
87298,Everything Must Go,"When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form.",R,"1h 37m",https://m.media-amazon.com/images/M/MV5BMTg4OTI5MDMxM15BMl5BanBnXkFtZTcwNzYxMTc4Mw@@._V1_FMjpg_UX1280_.jpg,Dan Rush,Dan Rush|Raymond Carver,Will Ferrell|Rebecca Hall|Christopher Jordan Wallace
1354,Breaking the Waves,"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.","12","2h 39m",https://m.media-amazon.com/images/M/MV5BNTRlMTI1M2EtM2ExNi00N2I1LThmMzMtODAxZGQyNThmYWM1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_FMjpg_UX737_.jpg,Lars von Trier,Lars von Trier|Peter Asmussen|David Pirie,Emily Watson|Stellan Skarsgård|Katrin Cartlidge
61123,High School Musical 2,School's out for summer and the East High Wildcats are ready to make it the time of their lives after landing jobs in a wealthy country club owned by Sharpay and Ryan's family.,Tous publics,"1h 44m",https://m.media-amazon.com/images/M/MV5BNjI5ODI4NTc1MF5BMl5BanBnXkFtZTgwMDg3ODYzMjE@._V1_FMjpg_UX896_.jpg,Kenny Ortega,Peter Barsocchini,Zac Efron|Vanessa Hudgens|Ashley Tisdale
170817,Larguées,"When her boyfriend dumps her before their exotic vacation, a young woman persuades her ultra-cautious mother to travel with her to paradise, with unexpected results.",R,"1h 30m",https://m.media-amazon.com/images/M/MV5BNmFhMDQyZGQtZjA1MS00ZDlkLWIzMDktOTgwNDVhY2ExNTExXkEyXkFqcGdeQXVyNDI3NjU1NzQ@._V1_FMjpg_UX200_.jpg,Jonathan Levine,Katie Dippold,Amy Schumer|Goldie Hawn|Kim Caramele
73017,Sherlock Holmes,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,Tous publics,"2h 8m",https://m.media-amazon.com/images/M/MV5BMTg0NjEwNjUxM15BMl5BanBnXkFtZTcwMzk0MjQ5Mg@@._V1_FMjpg_UX1205_.jpg,Guy Ritchie,Michael Robert Johnson|Anthony Peckham|Simon Kinberg,Robert Downey Jr.|Jude Law|Rachel McAdams
452,Parfum de scandale,"In 1934, an English widow moves to Widows' Peak, Ireland. She befriends other widows and the son of one. Hostility escalates between her and an Irish spinster.",Tous publics,"1h 41m",https://m.media-amazon.com/images/M/MV5BYzBhNGI2ZTEtMzc1Yi00NTFhLWFkY2MtNTZlYzc5MGFkNWE0XkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_FMjpg_UY720_.jpg,John Irvin,Hugh Leonard,Joan Plowright|Mia Farrow|Natasha Richardson
4529,Bagdad Café,A lonely German woman ends up in the most desolate motel on Earth and decides to make it brighter.,Tous publics,"1h 35m",https://m.media-amazon.com/images/M/MV5BMTgzYTRiMjYtYmU2Yi00ZmNiLThhZTQtZDk0ZjkyZDY5NzIzXkEyXkFqcGdeQXVyMTA2ODkwNzM5._V1_FMjpg_UY720_.jpg,Percy Adlon,Eleonore Adlon|Percy Adlon|Christopher Doherty,Marianne Sägebrecht|CCH Pounder|Jack Palance
53024,Jonestown: The Life and Death of Peoples Temple,"Featuring never-before-seen footage, this documentary delivers a startling new look at the Peoples Temple, headed by preacher Jim Jones who, in 1978, led more than 900 members to Guyana, where he orchestrated a mass suicide via tainted punch.","2006","1h 26m",https://m.media-amazon.com/images/M/MV5BMjA1NDg4NjUzM15BMl5BanBnXkFtZTcwMTk3NDI0MQ@@._V1_FMjpg_UX354_.jpg,Stanley Nelson,Marcia Smith|Noland Walker,Rebecca Moore|Janet Shular|Tim Carter
171023,The Hero,An ailing movie star comes to terms with his past and mortality.,R,"1h 36m",https://m.media-amazon.com/images/M/MV5BMjlmM2M5OGItNTIyMy00OTk4LTliNjYtNzNhNjM1M2FiOTkxXkEyXkFqcGdeQXVyNjA1NDcwOQ@@._V1_FMjpg_UX640_.jpg,Brett Haley,Brett Haley|Marc Basch,Sam Elliott|Laura Prepon|Krysten Ritter
25805,L'Atalante,Newly married couple Juliette and a ship captain Jean struggle through marriage as they travel on the L'atalante along with the captain's first mate Le père Jules and a cabin boy.,Tous publics,"1h 29m",https://m.media-amazon.com/images/M/MV5BMGRkOTA2NjYtMDEyOC00MWUxLTkzMjctZmU0MjVjZTQ1MjZlXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_FMjpg_UX550_.jpg,Jean Vigo,Jean Guinée|Albert Riéra|Jean Vigo,Dita Parlo|Jean Dasté|Gilles Margaritis
206,"Dégrafées, déboutonnées, dézippées",One of the most successful designers in high fashion plans his fall 1994 collection. Follow the behind-the-scenes look at the creative side of fashion.,Tous publics,"1h 13m",https://m.media-amazon.com/images/M/MV5BMmQwZjdmNDYtZWJhZi00YmI5LWJkMTMtYjI1MDhhNTAxNTgxXkEyXkFqcGdeQXVyNjYyMTYxMzk@._V1_FMjpg_UX680_.jpg,Douglas Keeve,"",Isaac Mizrahi|Roseanne Barr|Sandra Bernhard
170399,CHIPS,An inexperienced rookie is teamed up with a hardened pro at the California Highway Patrol in Los Angeles; the newbie officer soon learns his partner is really an undercover Fed investigating a heist which may involve some crooked cops.,R,"1h 40m",https://m.media-amazon.com/images/M/MV5BZTliN2IyMTctYTliOS00ZTJiLTkxN2YtNDg1YTJiZTA4MTVlL2ltYWdlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_FMjpg_UX648_.jpg,Dax Shepard,Rick Rosner|Dax Shepard,Michael Peña|Dax Shepard|Vincent D'Onofrio
1126,Drop Dead Fred,A young woman finds her already unstable life rocked by the presence of a rambunctious imaginary friend from childhood.,Tous publics,"1h 43m",https://m.media-amazon.com/images/M/MV5BZWMyNjg2Y2UtMzkwYy00MzZlLWJlODQtNzAwNTFmNDI5MWZkXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_FMjpg_UX685_.jpg,Ate de Jong,Elizabeth Livingston|Carlos Davis|Anthony Fingleton,Phoebe Cates|Rik Mayall|Marsha Mason
5451,Pumpkin,A sorority girl finds her life falling apart after she develops romantic feelings for a mentally-challenged man.,R,"1h 53m",https://m.media-amazon.com/images/M/MV5BMTg2MDA3MTk1MV5BMl5BanBnXkFtZTcwMzIwMTU2NA@@._V1_FMjpg_UX682_.jpg,Anthony Abrams|Adam Larson Broder,Adam Larson Broder,Christina Ricci|Hank Harris|Brenda Blethyn
4743,Tortilla Soup,"A Mexican-American master chef and father to three daughters has lost his taste for food, but not for life.",Tous publics,"1h 42m",https://m.media-amazon.com/images/M/MV5BMjE0Mjk4NjY5NF5BMl5BanBnXkFtZTgwMTg1NjA4MTI@._V1_FMjpg_UX1000_.jpg,Maria Ripoll,Hui-Ling Wang|Ang Lee|James Schamus,Hector Elizondo|Jacqueline Obradors|Tamara Mello
1659,Hurricane,A teenage petty criminal dreams of escaping his increasingly unlawful lifestyle when he meets a sweet girl who hopes to one day travel to Alaska.,R,"1h 26m",https://m.media-amazon.com/images/M/MV5BMTE5ODgwMzI0MF5BMl5BanBnXkFtZTYwNTY0MDAz._V1_FMjpg_UX600_.jpg,Morgan J. Freeman,Morgan J. Freeman,Brendan Sexton III|Shawn Elliott|Antoine McLean
365,Little Buddha,"After the death of Lama Dorje, Tibetan Buddhist monks find three children - one American and two Nepalese - who may be the rebirth of their great teacher.",Tous publics,"2h 3m",https://m.media-amazon.com/images/M/MV5BNjI4YjdlYmMtMmFhMi00NWI0LWI0ZDEtMzJhODQ2Njg1OTkyXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_FMjpg_UY720_.jpg,Bernardo Bertolucci,Bernardo Bertolucci|Rudy Wurlitzer|Mark Peploe,Keanu Reeves|Bridget Fonda|Ruocheng Ying
37727,Flight Plan,"A bereaved woman and her daughter are flying home from Berlin to America. At 30,000 feet, the child vanishes, and nobody will admit she was ever on the plane.",Tous publics,"1h 38m",https://m.media-amazon.com/images/M/MV5BMzMzZGY5ZTctZjA1ZC00YWU4LWE1NTEtMDVkYTU4ZjA4MTUxXkEyXkFqcGdeQXVyNjkwOTQ4MDE@._V1_FMjpg_UX713_.jpg,Robert Schwentke,Peter A. Dowling|Billy Ray,Jodie Foster|Peter Sarsgaard|Sean Bean
2517,Christine,A nerdish boy buys a strange car with an evil mind of its own and his nature starts to change to reflect it.,Tous publics,"1h 50m",https://m.media-amazon.com/images/M/MV5BOTczZTQ2OWYtYjNhMi00ZmZkLTliNmQtYmJmYWY5N2JlMjQ3XkEyXkFqcGdeQXVyMjg2NzkwNTY@._V1_FMjpg_UX550_.jpg,John Carpenter,Stephen King|Bill Phillips,Keith Gordon|John Stockwell|Alexandra Paul
2580,Go,The aftermath of a drug deal as told from three different points of view.,"16","1h 42m",https://m.media-amazon.com/images/M/MV5BMTY0NDk5OTQ0Ml5BMl5BanBnXkFtZTgwMDE3Mjk0NjE@._V1_FMjpg_UX693_.jpg,Doug Liman,John August,Sarah Polley|Jay Mohr|Scott Wolf
2796,Funny Farm,"A couple swap city life for the country, but their picturesque new hometown turns out to be just a little bit different to what they were expecting.",PG,"1h 41m",https://m.media-amazon.com/images/M/MV5BMTMyOTQ3NDYtZGU4NC00NWZjLTk4N2UtOGIxMjJjZGRhMGJhXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_FMjpg_UY720_.jpg,George Roy Hill,Jay Cronley|Jeffrey Boam,Chevy Chase|Madolyn Smith Osborne|Kevin O'Morrison
69654,Prison Break: La Dernière Évasion,"Michael and Sara wed, but the happiness is short-lived when the Feds apprehend her for the murder of Michael's mother, Christina. Once a hit is ordered on Sara, the team reunite to break out the increasingly vulnerable target.",Not Rated,"1h 29m",https://m.media-amazon.com/images/M/MV5BOTI0NzU4MzE3N15BMl5BanBnXkFtZTgwNTg1Mjg0MjE@._V1_FMjpg_UX500_.jpg,Kevin Hooks|Brad Turner,Paul T. Scheuring|Nick Santora|Seth Hoffman,Wentworth Miller|Dominic Purcell|William Fichtner
74851,From Paris with Love,"In Paris, a young employee in the office of the US Ambassador hooks up with an American spy looking to stop a terrorist attack in the city.",Tous publics avec avertissement,"1h 32m",https://m.media-amazon.com/images/M/MV5BNTVhNWVjODItNWEwNC00MjM5LWE3NGItZjg5NWEyMzVmN2EzXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_FMjpg_UX220_.jpg,Pierre Morel,Adi Hasak|Luc Besson,John Travolta|Jonathan Rhys Meyers|Kasia Smutniak
89118,La piel que habito,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.","16","2h",https://m.media-amazon.com/images/M/MV5BOTE2OGQ3YTctZmU4Zi00YTYxLTlkOTItNTY5MWEyY2QxYTJjXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_FMjpg_UX600_.jpg,Pedro Almodóvar,Pedro Almodóvar|Agustín Almodóvar|Thierry Jonquet,Antonio Banderas|Elena Anaya|Jan Cornet
157369,Bakuman,"Moritaka Mashiro, a junior high student, forgets his notebook in class. His classmate Akito Takagi, notes Mashiro's drawings in it and asks him to become a manga artist to his stories. Mashiro declines. Takagi incites Mashiro to meet with Miho Azuki, Mashiro's crush, and tells he...","2015","1h 59m",https://m.media-amazon.com/images/M/MV5BMzRkNTcyZTgtZGYzYi00MTc5LThhN2EtMjcyNTBmNDYxNmRkXkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_FMjpg_UX640_.jpg,Hitoshi Ône,Tsugumi Ôba|Takeshi Obata,Takeru Satoh|Ryunosuke Kamiki|Nana Komatsu
110553,The Amazing Spider-Man : Le Destin d'un héros,"When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.",Tous publics,"2h 22m",https://m.media-amazon.com/images/M/MV5BOTA5NDYxNTg0OV5BMl5BanBnXkFtZTgwODE5NzU1MTE@._V1_FMjpg_UY720_.jpg,Marc Webb,Alex Kurtzman|Roberto Orci|Jeff Pinkner,Andrew Garfield|Emma Stone|Jamie Foxx
